Freq.	V(n005)
2.23357222283049e+09	(-9.50420483507589e+01dB,-1.50757840717805e+02°)
2.23872113856830e+09	(-9.34350129883561e+01dB,-1.52402719370725e+02°)
2.24388192378273e+09	(-9.17846751080094e+01dB,-1.54139788238017e+02°)
2.24905460583574e+09	(-9.00886172930031e+01dB,-1.55977104129772e+02°)
2.25423921215239e+09	(-8.83442143184568e+01dB,-1.57923701075144e+02°)
2.25943577022094e+09	(-8.65486086249751e+01dB,-1.59989744937752e+02°)
2.26464430759302e+09	(-8.46986820661050e+01dB,-1.62186718751288e+02°)
2.26986485188378e+09	(-8.27910232307379e+01dB,-1.64527646249399e+02°)
2.27509743077203e+09	(-8.08218894847362e+01dB,-1.67027363252011e+02°)
2.28034207200038e+09	(-7.87871626782371e+01dB,-1.69702849519632e+02°)
2.28559880337539e+09	(-7.66822972141916e+01dB,-1.72573637709876e+02°)
2.29086765276773e+09	(-7.45022588538416e+01dB,-1.75662321628188e+02°)
2.29614864811232e+09	(-7.22414522251351e+01dB,-1.78995193752886e+02°)
2.30144181740847e+09	(-6.98936344734752e+01dB,1.77396946899805e+02°)
2.30674718872003e+09	(-6.74518118162704e+01dB,1.73477759449060e+02°)
2.31206479017555e+09	(-6.49081148922447e+01dB,1.69204017526833e+02°)
2.31739464996844e+09	(-6.22536476898566e+01dB,1.64523840726640e+02°)
2.32273679635706e+09	(-5.94783034687300e+01dB,1.59374329079038e+02°)
2.32809125766496e+09	(-5.65705394963337e+01dB,1.53678340245995e+02°)
2.33345806228096e+09	(-5.35171008818517e+01dB,1.47340003819292e+02°)
2.33883723865931e+09	(-5.03026832684241e+01dB,1.40238318588340e+02°)
2.34422881531988e+09	(-4.69095277091056e+01dB,1.32217734508653e+02°)
2.34963282084826e+09	(-4.33169582835433e+01dB,1.23073786848553e+02°)
2.35504928389596e+09	(-3.95009347870019e+01dB,1.12530195557255e+02°)
2.36047823318053e+09	(-3.54339040327076e+01dB,1.00200381322274e+02°)
2.36591969748571e+09	(-3.10859738388845e+01dB,8.55188273258855e+01°)
2.37137370566161e+09	(-2.64311658735873e+01dB,6.76117907493946e+01°)
2.37684028662483e+09	(-2.14729828250067e+01dB,4.50528908400557e+01°)
2.38231946935864e+09	(-1.63410574808095e+01dB,1.55103880089075e+01°)
2.38781128291313e+09	(-1.15769377550338e+01dB,-2.38196327464545e+01°)
2.39331575640534e+09	(-8.31499850694876e+00dB,-7.15111665343362e+01°)
2.39883291901944e+09	(-6.96215270961369e+00dB,-1.18356145306912e+02°)
2.40436280000689e+09	(-6.58131554746807e+00dB,-1.59100272591401e+02°)
2.40990542868655e+09	(-6.47330420884663e+00dB,1.64952883593342e+02°)
2.41546083444489e+09	(-6.42937087789424e+00dB,1.31901507203151e+02°)
2.42102904673613e+09	(-6.40409959743188e+00dB,1.00625354912296e+02°)
2.42661009508237e+09	(-6.38745243187893e+00dB,7.04776956694046e+01°)
2.43220400907377e+09	(-6.37674442697121e+00dB,4.10324301043375e+01°)
2.43781081836870e+09	(-6.37106421725360e+00dB,1.19682158866499e+01°)
2.44343055269392e+09	(-6.37000379401743e+00dB,-1.69890833187360e+01°)
2.44906324184470e+09	(-6.37344082577657e+00dB,-4.61020362955369e+01°)
2.45470891568498e+09	(-6.38160097793047e+00dB,-7.56517901279582e+01°)
2.46036760414758e+09	(-6.39541822977794e+00dB,-1.05975883448865e+02°)
2.46603933723429e+09	(-6.41810473377515e+00dB,-1.37533087545326e+02°)
2.47172414501608e+09	(-6.46263593155925e+00dB,-1.71041159136599e+02°)
2.47742205763324e+09	(-6.59104982986662e+00dB,1.52231260509306e+02°)
2.48313310529552e+09	(-7.08202241020190e+00dB,1.10255491965333e+02°)
2.48885731828234e+09	(-8.75962850814178e+00dB,6.25064532976728e+01°)
2.49459472694290e+09	(-1.24038561513450e+01dB,1.59499739712517e+01°)
2.50034536169638e+09	(-1.73048999145466e+01dB,-2.12587136081482e+01°)
2.50610925303206e+09	(-2.24108412659541e+01dB,-4.91943932001013e+01°)
2.51188643150953e+09	(-2.72997655595728e+01dB,-7.07254581856333e+01°)
2.51767692775880e+09	(-3.18827792220081e+01dB,-8.79640484943513e+01°)
2.52348077248052e+09	(-3.61659687872785e+01dB,-1.02189386205939e+02°)
2.52929799644609e+09	(-4.01765336879754e+01dB,-1.14193666938048e+02°)
2.53512863049786e+09	(-4.39435876425320e+01dB,-1.24496461725118e+02°)
2.54097270554925e+09	(-4.74935634677086e+01dB,-1.33457082742772e+02°)
2.54683025258499e+09	(-5.08494579724633e+01dB,-1.41334772977954e+02°)
2.55270130266119e+09	(-5.40310668528866e+01dB,-1.48322874786700e+02°)
2.55858588690559e+09	(-5.70554287251993e+01dB,-1.54569409422723e+02°)
2.56448403651766e+09	(-5.99372631817004e+01dB,-1.60190126560771e+02°)
2.57039578276881e+09	(-6.26893500532171e+01dB,-1.65277139861617e+02°)
2.57632115700252e+09	(-6.53228444083832e+01dB,-1.69904845555067e+02°)
2.58226019063454e+09	(-6.78475347150889e+01dB,-1.74134098240506e+02°)
2.58821291515304e+09	(-7.02720539273539e+01dB,-1.78015229515017e+02°)
2.59417936211876e+09	(-7.26040524928887e+01dB,1.78409724411187e+02°)
2.60015956316522e+09	(-7.48503407847589e+01dB,1.75105349354736e+02°)
2.60615354999884e+09	(-7.70170069890861e+01dB,1.72041576511513e+02°)
2.61216135439915e+09	(-7.91095152307679e+01dB,1.69192695063814e+02°)
2.61818300821893e+09	(-8.11327877138170e+01dB,1.66536579152581e+02°)
2.62421854338439e+09	(-8.30912738619974e+01dB,1.64054076026481e+02°)
2.63026799189533e+09	(-8.49890088283530e+01dB,1.61728516954494e+02°)
2.63633138582532e+09	(-8.68296632615149e+01dB,1.59545322740899e+02°)
2.64240875732189e+09	(-8.86165858414913e+01dB,1.57491682917649e+02°)
2.64850013860664e+09	(-9.03528398037180e+01dB,1.55556292874845e+02°)
2.65460556197548e+09	(-9.20412344388018e+01dB,1.53729136958249e+02°)
2.66072505979875e+09	(-9.36843523723445e+01dB,1.52001308335515e+02°)
2.66685866452142e+09	(-9.52845732836306e+01dB,1.50364858496755e+02°)
2.67300640866325e+09	(-9.68440946055059e+01dB,1.48812670807703e+02°)
2.67916832481897e+09	(-9.83649496541261e+01dB,1.47338353713262e+02°)
2.68534444565845e+09	(-9.98490235615597e+01dB,1.45936150093331e+02°)
2.69153480392686e+09	(-1.01298067322722e+02dB,1.44600859971854e+02°)
2.69773943244486e+09	(-1.02713710217901e+02dB,1.43327774324605e+02°)
2.70395836410878e+09	(-1.04097470830927e+02dB,1.42112618158685e+02°)
2.71019163189078e+09	(-1.05450766849097e+02dB,1.40951501374580e+02°)
2.71643926883902e+09	(-1.06774923802835e+02dB,1.39840876190348e+02°)
2.72270130807785e+09	(-1.08071182879710e+02dB,1.38777500122588e+02°)
2.72897778280798e+09	(-1.09340707927935e+02dB,1.37758403692000e+02°)
2.73526872630665e+09	(-1.10584591748101e+02dB,1.36780862161476e+02°)
2.74157417192782e+09	(-1.11803861758179e+02dB,1.35842370728647e+02°)
2.74789415310233e+09	(-1.12999485105184e+02dB,1.34940622688069e+02°)
2.75422870333810e+09	(-1.14172373287101e+02dB,1.34073490154747e+02°)
2.76057785622028e+09	(-1.15323386340266e+02dB,1.33239007003902e+02°)
2.76694164541145e+09	(-1.16453336640325e+02dB,1.32435353734205e+02°)
2.77332010465178e+09	(-1.17562992358754e+02dB,1.31660844005250e+02°)
2.77971326775923e+09	(-1.18653080611721e+02dB,1.30913912636409e+02°)
2.78612116862971e+09	(-1.19724290333552e+02dB,1.30193104884682e+02°)
2.79254384123727e+09	(-1.20777274903216e+02dB,1.29497066844795e+02°)
2.79898131963430e+09	(-1.21812654548845e+02dB,1.28824536836459e+02°)
2.80543363795165e+09	(-1.22831018552431e+02dB,1.28174337662014e+02°)
2.81190083039888e+09	(-1.23832927274287e+02dB,1.27545369633252e+02°)
2.81838293126439e+09	(-1.24818914014667e+02dB,1.26936604279481e+02°)
2.82487997491564e+09	(-1.25789486728011e+02dB,1.26347078660240e+02°)
2.83139199579931e+09	(-1.26745129603590e+02dB,1.25775890215765e+02°)
2.83791902844149e+09	(-1.27686304524858e+02dB,1.25222192096663e+02°)
2.84446110744785e+09	(-1.28613452418495e+02dB,1.24685188921448e+02°)
2.85101826750384e+09	(-1.29526994503012e+02dB,1.24164132916797e+02°)
2.85759054337488e+09	(-1.30427333445741e+02dB,1.23658320400739e+02°)
2.86417796990651e+09	(-1.31314854436174e+02dB,1.23167088573693e+02°)
2.87078058202462e+09	(-1.32189926182794e+02dB,1.22689812586297e+02°)
2.87739841473560e+09	(-1.33052901839843e+02dB,1.22225902856504e+02°)
2.88403150312654e+09	(-1.33904119869876e+02dB,1.21774802611545e+02°)
2.89067988236541e+09	(-1.34743904847338e+02dB,1.21335985633005e+02°)
2.89734358770125e+09	(-1.35572568207957e+02dB,1.20908954185684e+02°)
2.90402265446438e+09	(-1.36390408948271e+02dB,1.20493237112960e+02°)
2.91071711806654e+09	(-1.37197714279215e+02dB,1.20088388083219e+02°)
2.91742701400110e+09	(-1.37994760237350e+02dB,1.19693983973536e+02°)
2.92415237784327e+09	(-1.38781812256972e+02dB,1.19309623378218e+02°)
2.93089324525025e+09	(-1.39559125706082e+02dB,1.18934925231063e+02°)
2.93764965196146e+09	(-1.40326946388911e+02dB,1.18569527531363e+02°)
2.94442163379869e+09	(-1.41085511017476e+02dB,1.18213086164605e+02°)
2.95120922666631e+09	(-1.41835047654432e+02dB,1.17865273809767e+02°)
2.95801246655147e+09	(-1.42575776129287e+02dB,1.17525778925860e+02°)
2.96483138952427e+09	(-1.43307908429886e+02dB,1.17194304811089e+02°)
2.97166603173795e+09	(-1.44031649070891e+02dB,1.16870568728618e+02°)
2.97851642942912e+09	(-1.44747195440888e+02dB,1.16554301093504e+02°)
2.98538261891789e+09	(-1.45454738129555e+02dB,1.16245244715847e+02°)
2.99226463660812e+09	(-1.46154461236286e+02dB,1.15943154095679e+02°)
2.99916251898758e+09	(-1.46846542661489e+02dB,1.15647794765503e+02°)
3.00607630262816e+09	(-1.47531154381730e+02dB,1.15358942676753e+02°)
3.01300602418605e+09	(-1.48208462709782e+02dB,1.15076383626808e+02°)
3.01995172040194e+09	(-1.48878628540550e+02dB,1.14799912723434e+02°)
3.02691342810123e+09	(-1.49541807583808e+02dB,1.14529333883857e+02°)
3.03389118419420e+09	(-1.50198150584558e+02dB,1.14264459365862e+02°)
3.04088502567620e+09	(-1.50847803531814e+02dB,1.14005109328558e+02°)
3.04789498962791e+09	(-1.51490907856524e+02dB,1.13751111420640e+02°)
3.05492111321544e+09	(-1.52127600619307e+02dB,1.13502300394153e+02°)
3.06196343369060e+09	(-1.52758014688612e+02dB,1.13258517741946e+02°)
3.06902198839108e+09	(-1.53382278909907e+02dB,1.13019611357118e+02°)
3.07609681474063e+09	(-1.54000518266401e+02dB,1.12785435212929e+02°)
3.08318795024928e+09	(-1.54612854031834e+02dB,1.12555849061743e+02°)
3.09029543251351e+09	(-1.55219403915776e+02dB,1.12330718151704e+02°)
3.09741929921650e+09	(-1.55820282201887e+02dB,1.12109912959932e+02°)
3.10455958812828e+09	(-1.56415599879533e+02dB,1.11893308941122e+02°)
3.11171633710594e+09	(-1.57005464769145e+02dB,1.11680786290526e+02°)
3.11888958409386e+09	(-1.57589981641672e+02dB,1.11472229720362e+02°)
3.12607936712388e+09	(-1.58169252332451e+02dB,1.11267528248763e+02°)
3.13328572431551e+09	(-1.58743375849822e+02dB,1.11066575000466e+02°)
3.14050869387614e+09	(-1.59312448478758e+02dB,1.10869267018479e+02°)
3.14774831410124e+09	(-1.59876563879791e+02dB,1.10675505086021e+02°)
3.15500462337455e+09	(-1.60435813183491e+02dB,1.10485193558093e+02°)
3.16227766016830e+09	(-1.60990285080722e+02dB,1.10298240202084e+02°)
3.16956746304341e+09	(-1.61540065908920e+02dB,1.10114556046830e+02°)
3.17687407064969e+09	(-1.62085239734584e+02dB,1.09934055239631e+02°)
3.18419752172604e+09	(-1.62625888432182e+02dB,1.09756654910725e+02°)
3.19153785510068e+09	(-1.63162091759666e+02dB,1.09582275044778e+02°)
3.19889510969132e+09	(-1.63693927430757e+02dB,1.09410838358956e+02°)
3.20626932450538e+09	(-1.64221471184173e+02dB,1.09242270187209e+02°)
3.21366053864023e+09	(-1.64744796849951e+02dB,1.09076498370384e+02°)
3.22106879128335e+09	(-1.65263976413006e+02dB,1.08913453151835e+02°)
3.22849412171255e+09	(-1.65779080074069e+02dB,1.08753067078205e+02°)
3.23593656929620e+09	(-1.66290176308128e+02dB,1.08595274905094e+02°)
3.24339617349341e+09	(-1.66797331920495e+02dB,1.08440013507324e+02°)
3.25087297385426e+09	(-1.67300612100616e+02dB,1.08287221793546e+02°)
3.25836701002000e+09	(-1.67800080473731e+02dB,1.08136840624949e+02°)
3.26587832172327e+09	(-1.68295799150480e+02dB,1.07988812737834e+02°)
3.27340694878830e+09	(-1.68787828774566e+02dB,1.07843082669847e+02°)
3.28095293113110e+09	(-1.69276228568555e+02dB,1.07699596689675e+02°)
3.28851630875974e+09	(-1.69761056377896e+02dB,1.07558302730000e+02°)
3.29609712177449e+09	(-1.70242368713259e+02dB,1.07419150323557e+02°)
3.30369541036806e+09	(-1.70720220791253e+02dB,1.07282090542114e+02°)
3.31131121482582e+09	(-1.71194666573602e+02dB,1.07147075938225e+02°)
3.31894457552602e+09	(-1.71665758804853e+02dB,1.07014060489614e+02°)
3.32659553293996e+09	(-1.72133549048678e+02dB,1.06882999546042e+02°)
3.33426412763226e+09	(-1.72598087722827e+02dB,1.06753849778539e+02°)
3.34195040026105e+09	(-1.73059424132802e+02dB,1.06626569130874e+02°)
3.34965439157819e+09	(-1.73517606504307e+02dB,1.06501116773148e+02°)
3.35737614242946e+09	(-1.73972682014510e+02dB,1.06377453057408e+02°)
3.36511569375482e+09	(-1.74424696822196e+02dB,1.06255539475166e+02°)
3.37287308658860e+09	(-1.74873696096832e+02dB,1.06135338616751e+02°)
3.38064836205972e+09	(-1.75319724046614e+02dB,1.06016814132380e+02°)
3.38844156139193e+09	(-1.75762823945515e+02dB,1.05899930694876e+02°)
3.39625272590399e+09	(-1.76203038159396e+02dB,1.05784653963950e+02°)
3.40408189700992e+09	(-1.76640408171207e+02dB,1.05670950551971e+02°)
3.41192911621919e+09	(-1.77074974605326e+02dB,1.05558787991147e+02°)
3.41979442513700e+09	(-1.77506777251054e+02dB,1.05448134702061e+02°)
3.42767786546441e+09	(-1.77935855085322e+02dB,1.05338959963486e+02°)
3.43557947899865e+09	(-1.78362246294626e+02dB,1.05231233883419e+02°)
3.44349930763329e+09	(-1.78785988296228e+02dB,1.05124927371292e+02°)
3.45143739335847e+09	(-1.79207117758649e+02dB,1.05020012111283e+02°)
3.45939377826112e+09	(-1.79625670621489e+02dB,1.04916460536689e+02°)
3.46736850452522e+09	(-1.80041682114588e+02dB,1.04814245805317e+02°)
3.47536161443196e+09	(-1.80455186776566e+02dB,1.04713341775828e+02°)
3.48337315036002e+09	(-1.80866218472762e+02dB,1.04613722985012e+02°)
3.49140315478576e+09	(-1.81274810412592e+02dB,1.04515364625935e+02°)
3.49945167028348e+09	(-1.81680995166354e+02dB,1.04418242526931e+02°)
3.50751873952558e+09	(-1.82084804681494e+02dB,1.04322333131392e+02°)
3.51560440528288e+09	(-1.82486270298361e+02dB,1.04227613478327e+02°)
3.52370871042477e+09	(-1.82885422765467e+02dB,1.04134061183656e+02°)
3.53183169791947e+09	(-1.83282292254270e+02dB,1.04041654422199e+02°)
3.53997341083425e+09	(-1.83676908373493e+02dB,1.03950371910341e+02°)
3.54813389233565e+09	(-1.84069300183011e+02dB,1.03860192889339e+02°)
3.55631318568975e+09	(-1.84459496207307e+02dB,1.03771097109236e+02°)
3.56451133426234e+09	(-1.84847524448514e+02dB,1.03683064813372e+02°)
3.57272838151919e+09	(-1.85233412399070e+02dB,1.03596076723451e+02°)
3.58096437102626e+09	(-1.85617187053988e+02dB,1.03510114025150e+02°)
3.58921934644995e+09	(-1.85998874922758e+02dB,1.03425158354245e+02°)
3.59749335155732e+09	(-1.86378502040897e+02dB,1.03341191783232e+02°)
3.60578643021632e+09	(-1.86756093981155e+02dB,1.03258196808420e+02°)
3.61409862639603e+09	(-1.87131675864396e+02dB,1.03176156337482e+02°)
3.62242998416688e+09	(-1.87505272370159e+02dB,1.03095053677441e+02°)
3.63078054770091e+09	(-1.87876907746906e+02dB,1.03014872523075e+02°)
3.63915036127197e+09	(-1.88246605821986e+02dB,1.02935596945727e+02°)
3.64753946925597e+09	(-1.88614390011302e+02dB,1.02857211382491e+02°)
3.65594791613114e+09	(-1.88980283328710e+02dB,1.02779700625781e+02°)
3.66437574647823e+09	(-1.89344308395143e+02dB,1.02703049813245e+02°)
3.67282300498074e+09	(-1.89706487447486e+02dB,1.02627244418026e+02°)
3.68128973642521e+09	(-1.90066842347196e+02dB,1.02552270239351e+02°)
3.68977598570140e+09	(-1.90425394588683e+02dB,1.02478113393431e+02°)
3.69828179780255e+09	(-1.90782165307460e+02dB,1.02404760304667e+02°)
3.70680721782565e+09	(-1.91137175288062e+02dB,1.02332197697151e+02°)
3.71535229097162e+09	(-1.91490444971759e+02dB,1.02260412586436e+02°)
3.72391706254558e+09	(-1.91841994464045e+02dB,1.02189392271588e+02°)
3.73250157795710e+09	(-1.92191843541934e+02dB,1.02119124327490e+02°)
3.74110588272042e+09	(-1.92540011661054e+02dB,1.02049596597394e+02°)
3.74973002245472e+09	(-1.92886517962549e+02dB,1.01980797185720e+02°)
3.75837404288433e+09	(-1.93231381279803e+02dB,1.01912714451077e+02°)
3.76703798983898e+09	(-1.93574620144979e+02dB,1.01845336999515e+02°)
3.77572190925405e+09	(-1.93916252795385e+02dB,1.01778653677983e+02°)
3.78442584717082e+09	(-1.94256297179681e+02dB,1.01712653568002e+02°)
3.79314984973671e+09	(-1.94594770963910e+02dB,1.01647325979527e+02°)
3.80189396320550e+09	(-1.94931691537386e+02dB,1.01582660445010e+02°)
3.81065823393762e+09	(-1.95267076018419e+02dB,1.01518646713639e+02°)
3.81944270840035e+09	(-1.95600941259898e+02dB,1.01455274745761e+02°)
3.82824743316811e+09	(-1.95933303854731e+02dB,1.01392534707474e+02°)
3.83707245492267e+09	(-1.96264180141140e+02dB,1.01330416965385e+02°)
3.84591782045342e+09	(-1.96593586207834e+02dB,1.01268912081525e+02°)
3.85478357665760e+09	(-1.96921537899036e+02dB,1.01208010808424e+02°)
3.86366977054058e+09	(-1.97248050819398e+02dB,1.01147704084327e+02°)
3.87257644921606e+09	(-1.97573140338783e+02dB,1.01087983028557e+02°)
3.88150365990637e+09	(-1.97896821596933e+02dB,1.01028838937017e+02°)
3.89045144994269e+09	(-1.98219109508022e+02dB,1.00970263277826e+02°)
3.89941986676532e+09	(-1.98540018765094e+02dB,1.00912247687080e+02°)
3.90840895792390e+09	(-1.98859563844395e+02dB,1.00854783964738e+02°)
3.91741877107771e+09	(-1.99177759009595e+02dB,1.00797864070637e+02°)
3.92644935399588e+09	(-1.99494618315916e+02dB,1.00741480120607e+02°)
3.93550075455765e+09	(-1.99810155614149e+02dB,1.00685624382717e+02°)
3.94457302075266e+09	(-2.00124384554586e+02dB,1.00630289273612e+02°)
3.95366620068116e+09	(-2.00437318590850e+02dB,1.00575467354965e+02°)
3.96278034255427e+09	(-2.00748970983635e+02dB,1.00521151330033e+02°)
3.97191549469428e+09	(-2.01059354804362e+02dB,1.00467334040298e+02°)
3.98107170553485e+09	(-2.01368482938743e+02dB,1.00414008462215e+02°)
3.99024902362130e+09	(-2.01676368090267e+02dB,1.00361167704048e+02°)
3.99944749761085e+09	(-2.01983022783598e+02dB,1.00308805002793e+02°)
4.00866717627290e+09	(-2.02288459367900e+02dB,1.00256913721185e+02°)
4.01790810848927e+09	(-2.02592690020084e+02dB,1.00205487344797e+02°)
4.02717034325447e+09	(-2.02895726747974e+02dB,1.00154519479206e+02°)
4.03645392967592e+09	(-2.03197581393411e+02dB,1.00104003847249e+02°)
4.04575891697430e+09	(-2.03498265635278e+02dB,1.00053934286344e+02°)
4.05508535448371e+09	(-2.03797790992458e+02dB,1.00004304745896e+02°)
4.06443329165200e+09	(-2.04096168826728e+02dB,9.99551092847570e+01°)
4.07380277804100e+09	(-2.04393410345585e+02dB,9.99063420687725e+01°)
4.08319386332679e+09	(-2.04689526605008e+02dB,9.98579973683794e+01°)
4.09260659729998e+09	(-2.04984528512163e+02dB,9.98100695562765e+01°)
4.10204102986594e+09	(-2.05278426828042e+02dB,9.97625531051539e+01°)
4.11149721104509e+09	(-2.05571232170048e+02dB,9.97154425854835e+01°)
4.12097519097317e+09	(-2.05862955014522e+02dB,9.96687326633673e+01°)
4.13047501990148e+09	(-2.06153605699212e+02dB,9.96224180984427e+01°)
4.13999674819717e+09	(-2.06443194425691e+02dB,9.95764937418424e+01°)
4.14954042634350e+09	(-2.06731731261724e+02dB,9.95309545342076e+01°)
4.15910610494009e+09	(-2.07019226143580e+02dB,9.94857955037529e+01°)
4.16869383470322e+09	(-2.07305688878295e+02dB,9.94410117643803e+01°)
4.17830366646608e+09	(-2.07591129145888e+02dB,9.93965985138430e+01°)
4.18793565117905e+09	(-2.07875556501529e+02dB,9.93525510319554e+01°)
4.19758983990994e+09	(-2.08158980377660e+02dB,9.93088646788490e+01°)
4.20726628384430e+09	(-2.08441410086074e+02dB,9.92655348932722e+01°)
4.21696503428568e+09	(-2.08722854819946e+02dB,9.92225571909340e+01°)
4.22668614265589e+09	(-2.09003323655823e+02dB,9.91799271628885e+01°)
4.23642966049527e+09	(-2.09282825555577e+02dB,9.91376404739603e+01°)
4.24619563946299e+09	(-2.09561369368307e+02dB,9.90956928612092e+01°)
4.25598413133729e+09	(-2.09838963832211e+02dB,9.90540801324329e+01°)
4.26579518801579e+09	(-2.10115617576418e+02dB,9.90127981647075e+01°)
4.27562886151572e+09	(-2.10391339122777e+02dB,9.89718429029625e+01°)
4.28548520397425e+09	(-2.10666136887614e+02dB,9.89312103585925e+01°)
4.29536426764873e+09	(-2.10940019183453e+02dB,9.88908966081020e+01°)
4.30526610491696e+09	(-2.11212994220698e+02dB,9.88508977917830e+01°)
4.31519076827751e+09	(-2.11485070109288e+02dB,9.88112101124250e+01°)
4.32513831034994e+09	(-2.11756254860311e+02dB,9.87718298340567e+01°)
4.33510878387514e+09	(-2.12026556387592e+02dB,9.87327532807167e+01°)
4.34510224171557e+09	(-2.12295982509244e+02dB,9.86939768352550e+01°)
4.35511873685554e+09	(-2.12564540949194e+02dB,9.86554969381624e+01°)
4.36515832240152e+09	(-2.12832239338671e+02dB,9.86173100864277e+01°)
4.37522105158238e+09	(-2.13099085217671e+02dB,9.85794128324222e+01°)
4.38530697774971e+09	(-2.13365086036394e+02dB,9.85418017828109e+01°)
4.39541615437810e+09	(-2.13630249156645e+02dB,9.85044735974883e+01°)
4.40554863506539e+09	(-2.13894581853215e+02dB,9.84674249885398e+01°)
4.41570447353298e+09	(-2.14158091315233e+02dB,9.84306527192275e+01°)
4.42588372362612e+09	(-2.14420784647493e+02dB,9.83941536029989e+01°)
4.43608643931418e+09	(-2.14682668871749e+02dB,9.83579245025191e+01°)
4.44631267469094e+09	(-2.14943750927998e+02dB,9.83219623287252e+01°)
4.45656248397488e+09	(-2.15204037675721e+02dB,9.82862640399020e+01°)
4.46683592150948e+09	(-2.15463535895118e+02dB,9.82508266407793e+01°)
4.47713304176347e+09	(-2.15722252288309e+02dB,9.82156471816498e+01°)
4.48745389933117e+09	(-2.15980193480512e+02dB,9.81807227575066e+01°)
4.49779854893273e+09	(-2.16237366021205e+02dB,9.81460505072007e+01°)
4.50816704541445e+09	(-2.16493776385261e+02dB,9.81116276126171e+01°)
4.51855944374907e+09	(-2.16749430974063e+02dB,9.80774512978694e+01°)
4.52897579903605e+09	(-2.17004336116601e+02dB,9.80435188285128e+01°)
4.53941616650188e+09	(-2.17258498070542e+02dB,9.80098275107745e+01°)
4.54988060150033e+09	(-2.17511923023290e+02dB,9.79763746908006e+01°)
4.56036915951280e+09	(-2.17764617093017e+02dB,9.79431577539205e+01°)
4.57088189614859e+09	(-2.18016586329680e+02dB,9.79101741239269e+01°)
4.58141886714518e+09	(-2.18267836716017e+02dB,9.78774212623721e+01°)
4.59198012836853e+09	(-2.18518374168531e+02dB,9.78448966678793e+01°)
4.60256573581340e+09	(-2.18768204538445e+02dB,9.78125978754687e+01°)
4.61317574560363e+09	(-2.19017333612651e+02dB,9.77805224558993e+01°)
4.62381021399244e+09	(-2.19265767114634e+02dB,9.77486680150234e+01°)
4.63446919736272e+09	(-2.19513510705385e+02dB,9.77170321931567e+01°)
4.64515275222733e+09	(-2.19760569984291e+02dB,9.76856126644601e+01°)
4.65586093522943e+09	(-2.20006950490017e+02dB,9.76544071363364e+01°)
4.66659380314272e+09	(-2.20252657701368e+02dB,9.76234133488390e+01°)
4.67735141287182e+09	(-2.20497697038134e+02dB,9.75926290740932e+01°)
4.68813382145249e+09	(-2.20742073861923e+02dB,9.75620521157298e+01°)
4.69894108605199e+09	(-2.20985793476979e+02dB,9.75316803083311e+01°)
4.70977326396936e+09	(-2.21228861130988e+02dB,9.75015115168879e+01°)
4.72063041263574e+09	(-2.21471282015861e+02dB,9.74715436362681e+01°)
4.73151258961464e+09	(-2.21713061268515e+02dB,9.74417745906966e+01°)
4.74241985260228e+09	(-2.21954203971634e+02dB,9.74122023332462e+01°)
4.75335225942788e+09	(-2.22194715154414e+02dB,9.73828248453379e+01°)
4.76430986805399e+09	(-2.22434599793304e+02dB,9.73536401362533e+01°)
4.77529273657674e+09	(-2.22673862812729e+02dB,9.73246462426555e+01°)
4.78630092322621e+09	(-2.22912509085795e+02dB,9.72958412281206e+01°)
4.79733448636672e+09	(-2.23150543434997e+02dB,9.72672231826789e+01°)
4.80839348449711e+09	(-2.23387970632897e+02dB,9.72387902223647e+01°)
4.81947797625110e+09	(-2.23624795402806e+02dB,9.72105404887761e+01°)
4.83058802039755e+09	(-2.23861022419445e+02dB,9.71824721486433e+01°)
4.84172367584082e+09	(-2.24096656309597e+02dB,9.71545833934053e+01°)
4.85288500162103e+09	(-2.24331701652753e+02dB,9.71268724387961e+01°)
4.86407205691444e+09	(-2.24566162981737e+02dB,9.70993375244380e+01°)
4.87528490103369e+09	(-2.24800044783332e+02dB,9.70719769134437e+01°)
4.88652359342816e+09	(-2.25033351498888e+02dB,9.70447888920267e+01°)
4.89778819368428e+09	(-2.25266087524921e+02dB,9.70177717691180e+01°)
4.90907876152585e+09	(-2.25498257213706e+02dB,9.69909238759923e+01°)
4.92039535681433e+09	(-2.25729864873856e+02dB,9.69642435659000e+01°)
4.93173803954918e+09	(-2.25960914770894e+02dB,9.69377292137072e+01°)
4.94310686986817e+09	(-2.26191411127814e+02dB,9.69113792155426e+01°)
4.95450190804772e+09	(-2.26421358125634e+02dB,9.68851919884512e+01°)
4.96592321450318e+09	(-2.26650759903939e+02dB,9.68591659700548e+01°)
4.97737084978918e+09	(-2.26879620561419e+02dB,9.68332996182193e+01°)
4.98884487459994e+09	(-2.27107944156391e+02dB,9.68075914107279e+01°)
5.00000000000000e+09	(-2.27328909695094e+02dB,9.67828040165415e+01°)
